"Geo_Code","Prov_Name","CSD_Name","total_pop","median_income","female_ratio","0_14y_ratio","15_24y_ratio","25_44y_ratio","45_over_ratio","non_movers_ratio","trade_cert_ratio","non_uni_dip_ratio","uni_dip_ratio","total_postsec_ratio","primary_ind_ratio","year","period"
"1008078","Newfoundland and Labrador","Pacquet","  336","21499",0.5075,0.2836,0.194,0.2836,0.2687,0.7895,0,0.1429,0,0.1429,0.6429,1986,0
"1008079","Newfoundland and Labrador","Baie Verte"," 2049","27527",0.4976,0.2732,0.2171,0.3146,0.1976,0.6718,0.0281,0.1888,0.0402,0.257,0.2646,1986,0
"1008091","Newfoundland and Labrador","Seal Cove","  698","22599",0.4786,0.2643,0.2143,0.2786,0.25,0.9187,0.0345,0.069,0.0115,0.1149,0.3774,1986,0
"1008092","Newfoundland and Labrador","Coachman's Cove","265","  0",0.434,0.2453,0.1887,0.2453,0.3396,0.9111,0.0278,0.0556,0,0.0833,0.2941,1986,0
"1008093","Newfoundland and Labrador","Westport","  495","19555",0.4898,0.3163,0.2245,0.2347,0.2245,0.6582,0.0196,0.1373,0.0392,0.1961,0.3871,1986,0
"1008095","Newfoundland and Labrador","Ming's Bight","  434","20499",0.4598,0.2874,0.2414,0.2989,0.1494,0.8333,0,0.0612,0,0.0612,0.5,1986,0
"1008096","Newfoundland and Labrador","Woodstock","  333","14399",0.4925,0.3134,0.209,0.2985,0.194,0.8235,0,0.0789,0,0.0789,0.3333,1986,0
"1008098","Newfoundland and Labrador","Miles Cove","237","  0",0.4681,0.3191,0.1489,0.3404,0.1277,0.8684,0,0.0769,0,0.0769,0.625,1986,0
"1009001","Newfoundland and Labrador","Division No. 9, Subd. F","  296","23499",0.4833,0.3,0.2333,0.2167,0.2,0.6863,0.0312,0.0938,0.0312,0.1562,0.375,1986,0
"1009002","Newfoundland and Labrador","Great Harbour Deep","245","  0",0.4375,0.25,0.1875,0.2708,0.3542,0.7955,0,0.0882,0,0.0882,0.48,1986,0
"1009004","Newfoundland and Labrador","Englee"," 1012","26963",0.4802,0.2673,0.2228,0.2822,0.2178,0.7437,0.0333,0.0333,0.0333,0.1,0.1414,1986,0
"1009006","Newfoundland and Labrador","Roddickton"," 1223","23110",0.4857,0.2694,0.2245,0.2816,0.2245,0.7321,0.0479,0.1096,0.0616,0.2192,0.1066,1986,0
"1009008","Newfoundland and Labrador","Conche","  408","18666",0.4337,0.2771,0.1807,0.2651,0.2771,0.6842,0,0.08,0.02,0.1,0.4091,1986,0
"1009009","Newfoundland and Labrador","Division No. 9, Subd. A","60"," 0",0.4545,0.2727,0.2727,0.4545,0.2727,0.3636,0.1111,0,0,0.1111,0.1667,1986,0
"1009010","Newfoundland and Labrador","Trout River","  771","17446",0.4774,0.2903,0.2,0.271,0.2452,0.814,0,0.0319,0.0213,0.0532,0.2188,1986,0
"1009011","Newfoundland and Labrador","Woody Point","  444","17249",0.5056,0.2022,0.1685,0.2584,0.3596,0.7912,0.0161,0.0968,0.0968,0.2097,0.1556,1986,0
"1009012","Newfoundland and Labrador","Norris Point"," 1010","24749",0.4925,0.2736,0.209,0.2786,0.2289,0.7957,0.0259,0.1293,0.0431,0.1983,0.0714,1986,0
"1009013","Newfoundland and Labrador","Rocky Harbour"," 1268","18532",0.5039,0.2598,0.185,0.2992,0.2362,0.7434,0.0128,0.1538,0.0256,0.1923,0.1301,1986,0
"1009015","Newfoundland and Labrador","Daniel's Harbour","  566","28999",0.5,0.307,0.1754,0.307,0.193,0.7864,0.0156,0.2031,0.0312,0.25,0.5238,1986,0
"1009016","Newfoundland and Labrador","Cow Head","  708","21999",0.4823,0.2837,0.1915,0.2766,0.2553,0.8906,0.0227,0.0568,0.0568,0.1364,0.127,1986,0
"1009017","Newfoundland and Labrador","Parsons Pond","  589","20299",0.4492,0.2542,0.2034,0.2966,0.2288,0.7963,0.0278,0.0833,0.0278,0.1389,0.4386,1986,0
"1009018","Newfoundland and Labrador","Hawke's Bay","  547","26666",0.4909,0.2636,0.2273,0.3091,0.1727,0.7701,0.0152,0.0909,0.0455,0.1515,0.3125,1986,0
"1009019","Newfoundland and Labrador","Port Saunders","  822","29999",0.4817,0.2805,0.2134,0.3171,0.2012,0.7947,0.0381,0.0857,0.0286,0.1524,0.3,1986,0
"1009020","Newfoundland and Labrador","St. Paul's","  497","23299",0.5,0.34,0.2,0.26,0.18,0.8317,0.0192,0.0962,0.0385,0.1538,0.2982,1986,0
"1009021","Newfoundland and Labrador","Division No. 9, Subd. C"," 4104","26437",0.4854,0.25,0.2305,0.3134,0.2073,0.8032,0.0077,0.0962,0.0327,0.1365,0.3395,1986,0
"1009022","Newfoundland and Labrador","Port au Choix"," 1291","25443",0.4884,0.2829,0.2326,0.3488,0.1473,0.7806,0.013,0.1234,0.0519,0.1883,0.1884,1986,0
"1009023","Newfoundland and Labrador","Anchor Point","  387","24356",0.4872,0.2821,0.2051,0.3333,0.2308,0.9351,0,0.0588,0.0196,0.0784,0.4583,1986,0
"1009024","Newfoundland and Labrador","Flower's Cove","  417","22499",0.4578,0.2771,0.1807,0.3012,0.2289,0.5844,0.0196,0.1373,0.1176,0.2745,0.2653,1986,0
"1009026","Newfoundland and Labrador","Bird Cove","  394","19899",0.443,0.2152,0.2911,0.3291,0.1772,0.8955,0,0,0,0,0.122,1986,0
"1009027","Newfoundland and Labrador","Bide Arm","  341","25899",0.4853,0.3676,0.2059,0.2941,0.1618,0.7273,0,0.0278,0.0278,0.0556,0.0938,1986,0
"1009028","Newfoundland and Labrador","Main Brook","  526","22307",0.4528,0.2642,0.2264,0.2642,0.2358,0.8812,0,0.129,0.0323,0.1613,0.1754,1986,0
"1009029","Newfoundland and Labrador","St. Anthony"," 3182","33593",0.5173,0.2484,0.1997,0.3145,0.2358,0.7212,0.0243,0.2384,0.0389,0.3017,0.046,1986,0
"1009030","Newfoundland and Labrador","Glenburnie-Birchy Head-Shoal Brook","  368","15599",0.4865,0.2297,0.1351,0.2432,0.4324,0.8286,0,0.0909,0,0.0909,0.1905,1986,0
"1009031","Newfoundland and Labrador","Division No. 9, Subd. D"," 1481","21135",0.4865,0.2973,0.2196,0.2973,0.1959,0.8602,0.0225,0.1011,0.0056,0.1292,0.3333,1986,0
"1009032","Newfoundland and Labrador","St. Lunaire-Griquet"," 1013","19999",0.4901,0.2921,0.2426,0.2772,0.1782,0.7143,0,0.0526,0.0263,0.0789,0.2208,1986,0
"1009034","Newfoundland and Labrador","Cook's Harbour","  390","22549",0.4615,0.2308,0.1923,0.3077,0.2564,0.8767,0.02,0.08,0.04,0.14,0.3191,1986,0
"1009035","Newfoundland and Labrador","Raleigh","  390","20799",0.5,0.2949,0.1795,0.2692,0.2436,0.7534,0.0213,0.0638,0.0213,0.1064,0.15,1986,0
"1009037","Newfoundland and Labrador","Sally's Cove","58"," 0",0.4545,0.0909,0.2727,0.2727,0.2727,1,0,0,0,0,0.8571,1986,0
"1009039","Newfoundland and Labrador","Goose Cove East","  373","26399",0.5067,0.32,0.2667,0.2267,0.1733,0.7619,0.0263,0.1842,0.0526,0.2632,0.2667,1986,0
"1009041","Newfoundland and Labrador","Division No. 9, Subd. H","  220","12971",0.4773,0.3182,0.25,0.2955,0.1818,0.7551,0,0.12,0,0.12,0.28,1986,0
"1009042","Newfoundland and Labrador","Bellburns","137","  0",0.4815,0.2593,0.2222,0.3704,0.3704,1,0,0.2174,0.0435,0.2609,0.2143,1986,0
"1009047","Newfoundland and Labrador","Division No. 9, Subd. G","90"," 0",0.5,0.2222,0.2778,0.2778,0.3333,1,0,0,0,0,0.75,1986,0
"1009048","Newfoundland and Labrador","River of Ponds","  326","30082",0.5,0.2727,0.2273,0.303,0.197,0.791,0,0.0952,0,0.0952,0.3529,1986,0
"1010001","Newfoundland and Labrador","Division No. 10, Subd. A","75"," 0",0.4375,0.25,0.125,0.3125,0.1875,0.75,0,0.1111,0,0.1111,0.3333,1986,0
"1010002","Newfoundland and Labrador","L'Anse au Loup","  655","25642",0.4885,0.2901,0.2366,0.2824,0.1985,0.7931,0,0.0633,0,0.0633,0.197,1986,0
"1010003","Newfoundland and Labrador","Red Bay","  334","16899",0.4627,0.2687,0.2239,0.2985,0.194,0.6167,0.1,0.05,0,0.15,0.16,1986,0
"1010004","Newfoundland and Labrador","L'Anse au Clair","  279","37399",0.4821,0.2321,0.2321,0.3214,0.1964,0.9661,0,0.0588,0.1471,0.2059,0.0882,1986,0
"1010005","Newfoundland and Labrador","Forteau","  580","28721",0.4655,0.2845,0.2241,0.2586,0.2414,0.6697,0,0.1389,0.0417,0.1806,0.1034,1986,0
"1010006","Newfoundland and Labrador","West St. Modeste","221","  0",0.5,0.2273,0.3864,0.1591,0.2727,0.8421,0,0,0.1786,0.1786,0.3333,1986,0
"1010007","Newfoundland and Labrador","Pinware","196","  0",0.4615,0.2308,0.2821,0.2308,0.2308,0.4571,0,0,0,0,0.375,1986,0
"1010008","Newfoundland and Labrador","Division No. 10, Subd. B","  909","22499",0.467,0.3022,0.2582,0.2582,0.1813,0.75,0,0.0606,0.0303,0.0909,0.1333,1986,0
"1010009","Newfoundland and Labrador","Port Hope Simpson","  604","20399",0.4793,0.3058,0.2893,0.2479,0.1488,0.75,0,0.0968,0.0161,0.1129,0.283,1986,0
"1010010","Newfoundland and Labrador","St.Lewis","  339","26166",0.4776,0.3284,0.2239,0.2985,0.1493,0.6613,0,0.1081,0.027,0.1351,0.35,1986,0
"1010011","Newfoundland and Labrador","Mary's Harbour","  463","22499",0.4783,0.3478,0.2283,0.2935,0.1848,0.6585,0,0.0769,0.0577,0.1346,0.1,1986,0
"1010012","Newfoundland and Labrador","Cartwright","  674","20642",0.4478,0.2537,0.2015,0.2985,0.2388,0.6911,0.0115,0.1149,0.0345,0.1609,0.1622,1986,0
"1010020","Newfoundland and Labrador","Division No. 10, Subd. C","  716","19713",0.4895,0.4266,0.2308,0.2238,0.1119,0.681,0,0.0462,0.0308,0.0769,0,1986,0
"1010021","Newfoundland and Labrador","Rigolet","  317","17666",0.4688,0.3594,0.2031,0.25,0.2031,0.625,0,0.0278,0.0556,0.0833,0.0833,1986,0
"1010022","Newfoundland and Labrador","North West River","  526","22785",0.4811,0.2642,0.1509,0.2925,0.2736,0.6814,0,0.1343,0.0746,0.209,0.0625,1986,0
"1010025","Newfoundland and Labrador","Happy Valley-Goose Bay"," 7248","33099",0.4969,0.2905,0.2098,0.3485,0.1504,0.5553,0.0376,0.2301,0.0626,0.3303,0.015,1986,0
"1010029","Newfoundland and Labrador","Division No. 10, Subd. D","  864","40249",0.4855,0.3179,0.1965,0.3873,0.0983,0.5197,0.0206,0.2784,0.1134,0.4124,0.0132,1986,0
"1010032","Newfoundland and Labrador","Labrador City"," 8664","39399",0.4859,0.3289,0.1737,0.3814,0.1177,0.6857,0.0376,0.2812,0.0528,0.3716,0.4067,1986,0
"1010034","Newfoundland and Labrador","Wabush"," 2637","40661",0.4839,0.2979,0.2068,0.3738,0.1252,0.7505,0.0233,0.2633,0.05,0.3367,0.4704,1986,0
"1010042","Newfoundland and Labrador","Division No. 10, Subd. E","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,0
"1010044","Newfoundland and Labrador","Makkovik","  340","26699",0.4928,0.2754,0.2464,0.3043,0.1449,0.8065,0.025,0.15,0.075,0.25,0.4211,1986,0
"1010048","Newfoundland and Labrador","Hopedale","  477","18999",0.4737,0.3263,0.2421,0.2632,0.1789,0.7089,0,0.0377,0.0377,0.0755,0.08,1986,0
"1010052","Newfoundland and Labrador","Davis Inlet","  385","24166",0.5065,0.4545,0.2338,0.1818,0.1558,0.7302,0,0,0.0882,0.0882,0.0833,1986,0
"1010056","Newfoundland and Labrador","Nain"," 1018","21666",0.4853,0.3627,0.1961,0.2843,0.1422,0.6517,0.0192,0.0865,0.0577,0.1635,0.0299,1986,0
"1010059","Newfoundland and Labrador","Postville","220","  0",0.4545,0.3182,0.25,0.2727,0.1818,0.7073,0,0.0385,0.0385,0.0769,0,1986,0
"1101001","Prince Edward Island","Lot 64","  982","21832",0.4518,0.2386,0.1421,0.2843,0.3299,0.8114,0.0149,0.1045,0.0448,0.1642,0.4364,1986,0
"1101002","Prince Edward Island","Murray Harbour","  404","18606",0.4938,0.1605,0.1235,0.1975,0.4815,0.8358,0.0164,0.082,0.0656,0.1639,0.3571,1986,0
"1101004","Prince Edward Island","Murray River","  476","20999",0.5104,0.2083,0.1771,0.2083,0.4583,0.6786,0.0541,0.1486,0.027,0.2297,0.2381,1986,0
"1101006","Prince Edward Island","Lot 63"," 1000","25380",0.48,0.24,0.175,0.29,0.315,0.7542,0.0145,0.1739,0.029,0.2174,0.3571,1986,0
"1101008","Prince Edward Island","Lot 61","  925","27785",0.4811,0.2703,0.1622,0.2973,0.2811,0.7929,0.0488,0.2276,0.0407,0.3171,0.2818,1986,0
"1101009","Prince Edward Island","Lot 59"," 1114","20807",0.4798,0.2377,0.1794,0.3004,0.2825,0.7269,0.0338,0.1081,0.1014,0.2432,0.2276,1986,0
"1101011","Prince Edward Island","Lot 66","170","  0",0.4706,0.2941,0.1765,0.2059,0.2941,0.8108,0,0.25,0,0.25,0.3684,1986,0
"1101014","Prince Edward Island","Lot 51","  693","27216",0.4748,0.259,0.1583,0.3309,0.2374,0.7288,0.0568,0.1705,0.0795,0.3068,0.2469,1986,0
"1101016","Prince Edward Island","Lot 52","  871","22249",0.4828,0.2759,0.1437,0.2701,0.2989,0.7895,0.027,0.1622,0.027,0.2162,0.2179,1986,0
"1101018","Prince Edward Island","Montague"," 1994","20193",0.5464,0.2005,0.1754,0.2531,0.3784,0.6349,0.0312,0.1285,0.0625,0.2222,0.1467,1986,0
"1101019","Prince Edward Island","Lot 53","  367","19799",0.4658,0.274,0.2055,0.2466,0.2466,0.7966,0.1429,0.2143,0.0952,0.4524,0.2059,1986,0
"1101021","Prince Edward Island","Cardigan","  346","27099",0.4928,0.2609,0.1884,0.2609,0.2754,0.629,0,0.1333,0.0667,0.2,0.2368,1986,0
"1101022","Prince Edward Island","Kings, Royalty","195","  0",0.4615,0.2051,0.2051,0.2308,0.359,0.7879,0.0741,0.1481,0.037,0.2593,0.2,1986,0
"1101024","Prince Edward Island","Georgetown","  729","19277",0.4932,0.2534,0.2055,0.2877,0.2671,0.8361,0,0.129,0,0.129,0.1786,1986,0
"1101026","Prince Edward Island","Lot 54","  466","21249",0.4731,0.2473,0.172,0.3011,0.3226,0.7191,0.0455,0.1212,0.0303,0.197,0.3778,1986,0
"1101028","Prince Edward Island","Lot 55","  536","26082",0.4299,0.2523,0.2243,0.243,0.271,0.7404,0.087,0.1159,0.058,0.2609,0.4333,1986,0
"1101029","Prince Edward Island","Lot 56","  512","17199",0.466,0.233,0.165,0.2718,0.2621,0.8193,0,0.1094,0.0156,0.125,0.4902,1986,0
"1101031","Prince Edward Island","Lot 43","  813","21456",0.4568,0.2346,0.179,0.3086,0.2963,0.8472,0.018,0.0811,0.0901,0.1892,0.3333,1986,0
"1101032","Prince Edward Island","Lot 44","  859","19166",0.4651,0.2616,0.1802,0.2907,0.2384,0.75,0.0286,0.1048,0.0857,0.219,0.337,1986,0
"1101034","Prince Edward Island","Lot 45","  476","26332",0.4792,0.2708,0.2083,0.2708,0.2396,0.9091,0.0357,0.125,0.0536,0.2143,0.3673,1986,0
"1101036","Prince Edward Island","Souris"," 1379","20238",0.5181,0.2101,0.1812,0.25,0.3514,0.6816,0.0103,0.0876,0.0464,0.1443,0.1721,1986,0
"1101038","Prince Edward Island","Lot 46","  445","24249",0.4719,0.2809,0.1798,0.2809,0.2584,0.8986,0,0.0741,0.0741,0.1481,0.3421,1986,0
"1101039","Prince Edward Island","Lot 47","  728","25124",0.4552,0.2621,0.1655,0.2759,0.2966,0.9014,0.0421,0.1474,0.0421,0.2316,0.4318,1986,0
"1101041","Prince Edward Island","Lot 42","  364","22049",0.4384,0.2466,0.2603,0.2466,0.2329,0.8095,0,0.0217,0.0652,0.087,0.3158,1986,0
"1101042","Prince Edward Island","Lot 41","  438","22999",0.4886,0.2273,0.2159,0.25,0.3068,0.8778,0.0167,0.1833,0.0167,0.2167,0.4423,1986,0
"1101044","Prince Edward Island","St. Peters","  265","20303",0.4717,0.2453,0.1698,0.2642,0.3208,0.7391,0.0286,0.0857,0.0857,0.2,0.2857,1986,0
"1101046","Prince Edward Island","Lot 40","  493","22428",0.4848,0.2525,0.1616,0.2727,0.2929,0.7647,0.0469,0.125,0.1094,0.2812,0.3214,1986,0
"1101048","Prince Edward Island","Morell","  359","15943",0.4861,0.2361,0.1528,0.2639,0.3056,0.7667,0,0.0851,0.1277,0.2128,0.1429,1986,0
"1101049","Prince Edward Island","Lot 39","  656","19499",0.4538,0.2462,0.2154,0.2769,0.2769,0.7652,0,0.1446,0.0482,0.1928,0.2364,1986,0
"1101050","Prince Edward Island","Morell 2","12"," 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,0
"1101051","Prince Edward Island","Lot 38","  442","17749",0.4713,0.2759,0.1954,0.2874,0.2529,0.8452,0.0357,0.2857,0,0.3214,0.3659,1986,0
"1102001","Prince Edward Island","Lot 62","  521","18888",0.4854,0.1845,0.1845,0.2524,0.4078,0.631,0.0128,0.1795,0.0385,0.2308,0.26,1986,0
"1102004","Prince Edward Island","Lot 60","  358","23299",0.4861,0.2639,0.1111,0.2917,0.2917,0.6452,0.0435,0.1957,0.0217,0.2609,0.3,1986,0
"1102006","Prince Edward Island","Lot 58","  469","21832",0.4574,0.2128,0.1383,0.2766,0.3404,0.8864,0,0.1061,0.1061,0.2121,0.3725,1986,0
"1102008","Prince Edward Island","Lot 57","  941","23199",0.4787,0.2234,0.1809,0.2553,0.3404,0.8436,0.031,0.1473,0.0233,0.2016,0.5208,1986,0
"1102009","Prince Edward Island","Lot 50","  813","23332",0.5092,0.2515,0.1718,0.2883,0.2945,0.7712,0.0367,0.2477,0.0734,0.3578,0.3333,1986,0
"1102011","Prince Edward Island","Crossroads"," 1765","32499",0.5042,0.3314,0.136,0.3796,0.1501,0.5601,0.0481,0.1971,0.101,0.3462,0.0294,1986,0
"1102012","Prince Edward Island","Lot 49"," 1027","25812",0.4585,0.2537,0.1659,0.2878,0.2927,0.8063,0.037,0.163,0.0741,0.2741,0.2105,1986,0
"1102013","Prince Edward Island","Keppoch-Kinlock","  453","51499",0.5109,0.3043,0.1196,0.3696,0.1957,0.4932,0,0.2143,0.2321,0.4464,0.0625,1986,0
"1102014","Prince Edward Island","Lot 48"," 1449","30149",0.4879,0.2803,0.1661,0.3045,0.2353,0.7249,0.0335,0.2346,0.0726,0.3408,0.1457,1986,0
"1102015","Prince Edward Island","Southport"," 1321","38266",0.4792,0.2792,0.1472,0.3472,0.2113,0.6468,0.0424,0.1818,0.2485,0.4727,0.0141,1986,0
"1102016","Prince Edward Island","Bunbury"," 1054","33874",0.5071,0.2464,0.1564,0.3223,0.2701,0.75,0.0282,0.162,0.1549,0.3451,0.0588,1986,0
"1102017","Prince Edward Island","Hillsborough Park","  996","25416",0.5075,0.2663,0.2362,0.3266,0.1558,0.608,0.0417,0.1833,0.0333,0.2583,0.0192,1986,0
"1102018","Prince Edward Island","Queens, Royalty","225","  0",0.3696,0.0435,0.1087,0.2391,0.6087,NA,0,0,0,0,NA,1986,0
"1102019","Prince Edward Island","Sherwood"," 5769","33960",0.5295,0.221,0.1924,0.3007,0.2868,0.642,0.0318,0.2163,0.1399,0.388,0.0146,1986,0
"1102020","Prince Edward Island","East Royalty"," 2039","26462",0.5172,0.3015,0.1961,0.3333,0.1667,0.5756,0.0244,0.2033,0.0772,0.3049,0.0321,1986,0
"1102021","Prince Edward Island","Parkdale"," 2065","27315",0.54,0.1695,0.1719,0.2857,0.3705,0.6087,0.0321,0.1891,0.1026,0.3237,0.0126,1986,0
"1102022","Prince Edward Island","Charlottetown","15776","20721",0.5602,0.1389,0.1798,0.2676,0.4153,0.5342,0.0196,0.1595,0.1299,0.309,0.0185,1986,0
"1102023","Prince Edward Island","West Royalty"," 2070","40274",0.5,0.2585,0.1425,0.314,0.2826,0.5735,0.0436,0.1382,0.2364,0.4182,0.0441,1986,0
"1102025","Prince Edward Island","Cornwall"," 1894","32654",0.5053,0.2857,0.1772,0.3598,0.1799,0.5657,0.0298,0.2128,0.1319,0.3745,0.0094,1986,0
"1102026","Prince Edward Island","Lot 31"," 1457","24687",0.4914,0.2955,0.1271,0.3162,0.2543,0.7749,0.0166,0.1547,0.0552,0.2265,0.1951,1986,0
"1102027","Prince Edward Island","North River"," 1732","27274",0.4884,0.2746,0.1676,0.3699,0.1994,0.57,0.0264,0.2247,0.0793,0.3304,0.0604,1986,0
"1102028","Prince Edward Island","Lot 65"," 1370","20961",0.4781,0.2701,0.1314,0.3066,0.2956,0.7336,0.022,0.2088,0.0495,0.2802,0.1615,1986,0
"1102029","Prince Edward Island","Lot 30","  707","27124",0.461,0.2624,0.1773,0.3262,0.2553,0.7099,0.0106,0.2021,0.1596,0.3723,0.1176,1986,0
"1102030","Prince Edward Island","Rocky Point 3","26"," 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,0
"1102031","Prince Edward Island","Lot 29","  781","23590",0.5032,0.1975,0.1847,0.2675,0.3503,0.8255,0.0545,0.1364,0.0818,0.2727,0.253,1986,0
"1102032","Prince Edward Island","Victoria","189","  0",0.5135,0.1892,0.0811,0.2703,0.4324,0.8043,0,0.1481,0.1852,0.3333,0.2632,1986,0
"1102033","Prince Edward Island","Meadowbank","  258","43691",0.4902,0.2549,0.1765,0.3529,0.2157,0.7258,0,0.2424,0.3333,0.5758,0.1538,1986,0
"1102034","Prince Edward Island","Crapaud","  332","24199",0.5303,0.2576,0.1364,0.3182,0.3182,0.4394,0.0638,0.2553,0.0638,0.383,0.1622,1986,0
"1102035","Prince Edward Island","Eliot River","  417","38299",0.4819,0.3133,0.1325,0.3855,0.1928,0.45,0,0.1961,0.2353,0.4314,0.1053,1986,0
"1102036","Prince Edward Island","Lot 67"," 1036","21928",0.4856,0.25,0.1538,0.2933,0.3029,0.8308,0.0072,0.1655,0.0719,0.2446,0.3362,1986,0
"1102037","Prince Edward Island","Clyde River","  523","30416",0.4762,0.2381,0.1619,0.3333,0.2667,0.6887,0.0423,0.2535,0.0423,0.338,0.0625,1986,0
"1102038","Prince Edward Island","Lot 20","  701","22249",0.4857,0.1929,0.1857,0.2429,0.3571,0.7597,0.0102,0.1837,0.0408,0.2347,0.5652,1986,0
"1102039","Prince Edward Island","Lot 21","  829","23537",0.4699,0.2048,0.1627,0.259,0.3614,0.7467,0.0756,0.1176,0.0588,0.2521,0.2921,1986,0
"1102040","Prince Edward Island","Miltonvale Park"," 1080","29749",0.4676,0.2639,0.1759,0.3519,0.2083,0.5625,0.0278,0.2708,0.0208,0.3194,0.0698,1986,0
"1102041","Prince Edward Island","Lot 22","  520","24666",0.4808,0.2404,0.1635,0.2788,0.3269,0.6782,0.029,0.1304,0.1014,0.2609,0.2364,1986,0
"1102042","Prince Edward Island","Lot 23","  915","20749",0.4863,0.2404,0.1749,0.2787,0.306,0.7178,0.0403,0.1613,0.0323,0.2339,0.1818,1986,0
"1102043","Prince Edward Island","Hunter River","  317","21832",0.5156,0.1875,0.125,0.25,0.375,0.65,0.0227,0.1136,0.1136,0.25,0.0556,1986,0
"1102044","Prince Edward Island","Lot 24"," 1434","23937",0.4792,0.2361,0.191,0.2674,0.3125,0.8113,0.0258,0.1237,0.0619,0.2113,0.1477,1986,0
"1102046","Prince Edward Island","North Rustico","  635","25249",0.4762,0.2063,0.1746,0.2778,0.3333,0.8103,0.0222,0.0556,0.0222,0.1,0.125,1986,0
"1102047","Prince Edward Island","Winsloe"," 1123","29866",0.5067,0.2933,0.1289,0.3822,0.2133,0.6176,0.0135,0.1757,0.0676,0.2568,0.0526,1986,0
"1102048","Prince Edward Island","Brackley","  306","30090",0.5082,0.2459,0.1803,0.3443,0.2623,0.6481,0.0465,0.1628,0.1395,0.3488,0.0833,1986,0
"1102049","Prince Edward Island","Lot 33","  846","23884",0.4911,0.2899,0.1302,0.3491,0.2426,0.7012,0.036,0.1892,0.045,0.2703,0.1585,1986,0
"1102050","Prince Edward Island","Union","187","  0",0.4595,0.2973,0.1351,0.3243,0.2162,0.6486,0,0.2727,0,0.2727,0.0417,1986,0
"1102052","Prince Edward Island","Lot 34"," 1728","27892",0.4855,0.2919,0.1474,0.3121,0.2543,0.7352,0.0362,0.2308,0.095,0.362,0.16,1986,0
"1102054","Prince Edward Island","Lot 35"," 1251","26320",0.488,0.284,0.168,0.32,0.212,0.7928,0.0645,0.2387,0.0903,0.3935,0.1473,1986,0
"1102056","Prince Edward Island","Lot 36","  768","24199",0.4902,0.2745,0.1765,0.2941,0.2549,0.708,0.0408,0.1939,0.0408,0.2755,0.2597,1986,0
"1102057","Prince Edward Island","Scotchfort 4","117","  0",0.4583,0.3333,0.2083,0.2917,0.125,0.35,0,0.0833,0,0.0833,0.125,1986,0
"1102058","Prince Edward Island","Lot 37","  526","20899",0.4906,0.2925,0.1792,0.2547,0.2736,0.8952,0.0152,0.1667,0.0909,0.2727,0.1818,1986,0
"1102059","Prince Edward Island","Mount Stewart","  344","20166",0.5217,0.2174,0.1884,0.2609,0.3768,0.6719,0.0196,0.0588,0.0784,0.1569,0.1176,1986,0
"1103001","Prince Edward Island","Lot 28"," 1186","27095",0.4641,0.2025,0.1772,0.2658,0.3544,0.8054,0.0301,0.1627,0.0241,0.2169,0.2288,1986,0
"1103004","Prince Edward Island","Borden","  514","15817",0.5294,0.2157,0.1863,0.2745,0.3235,0.8023,0.0423,0.0845,0.0423,0.169,0.3077,1986,0
"1103006","Prince Edward Island","Lot 27","  900","20392",0.4889,0.1833,0.2278,0.2333,0.3556,0.8485,0.0397,0.0952,0.0714,0.2063,0.2375,1986,0
"1103008","Prince Edward Island","Kinkora","  256","25908",0.4706,0.2745,0.2353,0.2745,0.2745,0.8039,0,0.2353,0.2059,0.4412,0.3,1986,0
"1103009","Prince Edward Island","Lot 26","  919","21863",0.4891,0.2663,0.163,0.3043,0.2554,0.7977,0.0336,0.1513,0.0504,0.2353,0.3922,1986,0
"1103010","Prince Edward Island","Central Bedeque","199","  0",0.475,0.175,0.3,0.25,0.275,0.7955,0.0385,0.2308,0.0385,0.3077,0.1429,1986,0
"1103011","Prince Edward Island","Lot 25","  982","22532",0.4924,0.2437,0.1777,0.2893,0.2893,0.815,0.0077,0.1615,0.0538,0.2231,0.3,1986,0
"1103012","Prince Edward Island","Lot 19"," 1759","25499",0.5142,0.2273,0.1847,0.2955,0.2983,0.6246,0.0571,0.2082,0.0776,0.3429,0.1923,1986,0
"1103013","Prince Edward Island","Bedeque","158","  0",0.5,0.1875,0.125,0.3125,0.3438,0.7778,0,0.0435,0.0435,0.087,0.3077,1986,0
"1103014","Prince Edward Island","Kensington"," 1105","20424",0.5135,0.1667,0.1757,0.2387,0.4144,0.6211,0.0303,0.1455,0.0424,0.2182,0.0748,1986,0
"1103016","Prince Edward Island","Lot 18"," 1072","27666",0.4837,0.2186,0.1581,0.307,0.307,0.7887,0.047,0.1879,0.047,0.2819,0.2931,1986,0
"1103018","Prince Edward Island","Sherbrooke","  567","29874",0.5268,0.2232,0.1429,0.3393,0.3125,0.4608,0.0122,0.2317,0.0366,0.2805,0.0462,1986,0
"1103019","Prince Edward Island","Lot 17","  594","25332",0.4202,0.2101,0.2605,0.3193,0.2017,0.5701,0.0241,0.1566,0.0482,0.2289,0.1,1986,0
"1103020","Prince Edward Island","Wilmot"," 1708","34146",0.5029,0.2807,0.155,0.3421,0.2251,0.6036,0.0553,0.2949,0.1106,0.4608,0.0419,1986,0
