"Geo_Code","Prov_Name","CSD_Name","total_pop","median_income","female_ratio","0_14y_ratio","15_24y_ratio","25_44y_ratio","45_over_ratio","non_movers_ratio","trade_cert_ratio","non_uni_dip_ratio","uni_dip_ratio","total_postsec_ratio","primary_ind_ratio","year","period"
"1009030","Newfoundland and Labrador","GLENBURNIE-BIRCHY HEAD-SHOAL BROOK","276","36002",0.5283,0.1268,0.0725,0.2355,0.5254,0.9245,0.3751,0,0,0.3751,0.1277,2001,1
"1009031","Newfoundland and Labrador","DIVISION NO.  9, SUBD. D","1012","33783",0.4872,0.1532,0.1581,0.3063,0.3755,0.9433,0.1464,0.1922,0.0155,0.3541,0.09,2001,1
"1009032","Newfoundland and Labrador","ST. LUNAIRE-GRIQUET","822","32180",0.5226,0.2007,0.1399,0.3345,0.3224,0.8645,0.1154,0.2113,0.0576,0.3843,0.0308,2001,1
"1009034","Newfoundland and Labrador","COOK'S HARBOUR","226","0",0.5217,0.1327,0.1327,0.2876,0.4425,0.9111,0.1072,0.0714,0.1071,0.2857,0.2273,2001,1
"1009035","Newfoundland and Labrador","RALEIGH","304","31611",0.5082,0.1645,0.1809,0.2961,0.3618,0.9836,0.2632,0.0525,0,0.3157,0.15,2001,1
"1009037","Newfoundland and Labrador","SALLY'S COVE","37",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2001,1
"1009039","Newfoundland and Labrador","GOOSE COVE EAST","287","53497",0.549,0.1916,0.1742,0.3659,0.2613,0.6667,0.2926,0.1467,0.1464,0.5856,0.1071,2001,1
"1009041","Newfoundland and Labrador","DIVISION NO.  9, SUBD. H","201","0",0.5556,0.199,0.0995,0.2736,0.4726,1,0.0799,0,0.1198,0.1998,0.1379,2001,1
"1009042","Newfoundland and Labrador","BELLBURNS","80","0",0.4167,0.125,0.0625,0.1875,0.6875,1,NA,NA,NA,NA,0,2001,1
"1009047","Newfoundland and Labrador","DIVISION NO.  9, SUBD. G","86","0",0.4375,0.1744,0.0581,0.2907,0.407,1,NA,NA,NA,NA,0.3889,2001,1
"1009048","Newfoundland and Labrador","RIVER OF PONDS","274","39287",0.4615,0.146,0.146,0.3285,0.3832,0.8491,0.1515,0.1818,0.0607,0.394,0.0417,2001,1
"1010001","Newfoundland and Labrador","DIVISION NO. 10, SUBD. A","64","0",0.5714,0.1562,0,0.3125,0.3906,0.8571,NA,NA,NA,NA,0.25,2001,1
"1010002","Newfoundland and Labrador","L'ANSE-AU-LOUP","635","46781",0.4959,0.2047,0.1575,0.3228,0.3071,0.9256,0.2209,0.0519,0.0521,0.3248,0.0815,2001,1
"1010003","Newfoundland and Labrador","RED BAY","264","26451",0.5208,0.1515,0.1515,0.2841,0.3977,0.7917,0,0.0881,0.0588,0.1469,0.05,2001,1
"1010004","Newfoundland and Labrador","L'ANSE-AU-CLAIR","241","0",0.5,0.2075,0.1037,0.2905,0.3734,0.8696,0.3029,0.0607,0.0607,0.4242,0.1923,2001,1
"1010005","Newfoundland and Labrador","FORTEAU","477","42718",0.5056,0.1887,0.1153,0.304,0.3878,0.7444,0.291,0.1453,0.0908,0.5271,0.0745,2001,1
"1010006","Newfoundland and Labrador","WEST ST. MODESTE","175","0",0.3438,0.2286,0.1143,0.3143,0.3714,0.9412,0.1906,0,0,0.1906,0.1667,2001,1
"1010007","Newfoundland and Labrador","PINWARE","140","0",0.4615,0.25,0.1429,0.3214,0.3214,0.7037,0.111,0.111,0,0.222,0,2001,1
"1010008","Newfoundland and Labrador","DIVISION NO. 10, SUBD. B","493","36224",0.4674,0.213,0.1623,0.3651,0.2637,0.7609,0.1747,0.1588,0.0635,0.3969,0.1711,2001,1
"1010009","Newfoundland and Labrador","PORT HOPE SIMPSON","509","36011",0.4632,0.2161,0.1473,0.3635,0.275,0.7083,0.25,0.1092,0.0312,0.3904,0.119,2001,1
"1010010","Newfoundland and Labrador","ST. LEWIS","290","50624",0.4727,0.2414,0.1724,0.3103,0.2931,0.8148,0.2703,0,0.0541,0.3244,0.0962,2001,1
"1010011","Newfoundland and Labrador","MARY'S HARBOUR","450","46976",0.4699,0.2111,0.1556,0.3556,0.2889,0.7262,0.2679,0.286,0.1069,0.6609,0.0769,2001,1
"1010012","Newfoundland and Labrador","CARTWRIGHT, LABRADOR","629","35456",0.4874,0.1749,0.1431,0.3498,0.3259,0.6387,0.2785,0.0886,0.0506,0.4177,0.0636,2001,1
"1010013","Newfoundland and Labrador","CHARLOTTETOWN (LABRADOR)","346","49536",0.4688,0.2312,0.1734,0.3613,0.2168,0.75,0.3411,0.3182,0.0455,0.7048,0.16,2001,1
"1010020","Newfoundland and Labrador","DIVISION NO. 10, SUBD. C","1134","34987",0.5077,0.4145,0.194,0.2425,0.1411,0.6649,0.0936,0.0519,0.0416,0.1871,0.0194,2001,1
"1010021","Newfoundland and Labrador","RIGOLET","317","35840",0.4833,0.2208,0.1893,0.2997,0.2681,0.6833,0.1622,0.1081,0.1082,0.3785,0.0385,2001,1
"1010022","Newfoundland and Labrador","NORTH WEST RIVER","551","47727",0.4902,0.1906,0.127,0.2995,0.363,0.8137,0.2224,0.2222,0.1745,0.6191,0.0217,2001,1
"1010025","Newfoundland and Labrador","HAPPY VALLEY-GOOSE BAY","7969","49470",0.5044,0.2353,0.1349,0.3739,0.2554,0.4659,0.2609,0.196,0.1015,0.5584,0.0148,2001,1
"1010029","Newfoundland and Labrador","DIVISION NO. 10, SUBD. D","645","73048",0.5,0.2326,0.1395,0.3256,0.3023,0.5528,0.3059,0.1764,0.1528,0.6351,0.3,2001,1
"1010032","Newfoundland and Labrador","LABRADOR CITY","7744","70046",0.4915,0.1834,0.1711,0.3073,0.3383,0.7111,0.3226,0.1292,0.106,0.5578,0.2,2001,1
"1010034","Newfoundland and Labrador","WABUSH","1894","70663",0.4874,0.169,0.1584,0.2878,0.3881,0.6639,0.3247,0.1241,0.0987,0.5475,0.2191,2001,1
"1010042","Newfoundland and Labrador","DIVISION NO. 10, SUBD. E","580","38912",0.5049,0.431,0.1638,0.2845,0.1207,0.5686,0.0782,0.0782,0.0394,0.1959,0.0328,2001,1
"1010044","Newfoundland and Labrador","MAKKOVIK","384","40128",0.4861,0.2865,0.1562,0.3385,0.2214,0.6667,0.2502,0.0453,0.0908,0.3864,0.0385,2001,1
"1010048","Newfoundland and Labrador","HOPEDALE","559","26048",0.4851,0.3667,0.1789,0.2952,0.1431,0.6634,0.1786,0.107,0.1247,0.4103,0.0274,2001,1
"1010056","Newfoundland and Labrador","NAIN","1159","40064",0.488,0.3365,0.1726,0.2977,0.1898,0.5885,0.1263,0.1346,0.0924,0.3533,0.0284,2001,1
"1010059","Newfoundland and Labrador","POSTVILLE","215","0",0.5,0.3023,0.1395,0.3488,0.2558,0.55,0.3749,0.1666,0.0832,0.6247,0.0667,2001,1
"1101001","Prince Edward Island","LOT 64","974","35032",0.4652,0.1694,0.1283,0.2669,0.4363,0.8763,0.1503,0.1327,0.1238,0.4069,0.177,2001,1
"1101002","Prince Edward Island","MURRAY HARBOUR","357","36289",0.4848,0.1961,0.07,0.2521,0.4762,0.697,0,0.2197,0.2197,0.4393,0.1714,2001,1
"1101004","Prince Edward Island","MURRAY RIVER","435","34223",0.5,0.1609,0.1034,0.2529,0.4713,0.8941,0.2826,0.1739,0.0435,0.5,0.1585,2001,1
"1101006","Prince Edward Island","LOT 63","994","35371",0.4674,0.2314,0.1107,0.2968,0.3622,0.7337,0.2019,0.1665,0.0353,0.4037,0.1089,2001,1
"1101008","Prince Edward Island","LOT 61","815","36041",0.4904,0.2025,0.135,0.2515,0.411,0.8333,0.1228,0.1224,0.0206,0.2658,0.1508,2001,1
"1101009","Prince Edward Island","LOT 59","1276","39404",0.5168,0.1998,0.1528,0.2547,0.3918,0.7479,0.1922,0.1523,0.0798,0.4243,0.1064,2001,1
"1101011","Prince Edward Island","LOT 66","176","0",0.4688,0.1989,0.142,0.3409,0.2841,0.9677,0.1053,0.2105,0.2105,0.5263,0.1111,2001,1
"1101014","Prince Edward Island","LOT 51","781","35868",0.5,0.2241,0.1729,0.2561,0.3457,0.7397,0.181,0.1809,0.0854,0.4473,0.0566,2001,1
"1101016","Prince Edward Island","LOT 52","890","39441",0.5207,0.2022,0.1461,0.2584,0.3933,0.7337,0.1919,0.1439,0.1252,0.461,0.0507,2001,1
"1101018","Prince Edward Island","MONTAGUE","1945","28858",0.5439,0.1491,0.1465,0.2339,0.473,0.5568,0.118,0.151,0.0801,0.3491,0.0597,2001,1
"1101019","Prince Edward Island","LOT 53","407","39438",0.4868,0.2334,0.1474,0.2948,0.3317,0.7895,0.213,0.2552,0,0.4682,0.038,2001,1
"1101021","Prince Edward Island","CARDIGAN","382","50388",0.5342,0.2487,0.1963,0.2749,0.2618,0.6849,0.1862,0.186,0.1863,0.5585,0.1,2001,1
"1101022","Prince Edward Island","KINGS, ROYALTY","257","30377",0.5306,0.214,0.1362,0.2724,0.3696,0.6531,0.2118,0.0605,0.212,0.4844,0.1667,2001,1
"1101024","Prince Edward Island","GEORGETOWN","721","34346",0.5308,0.2219,0.1526,0.2913,0.3398,0.7769,0.1012,0.114,0,0.2153,0.0548,2001,1
"1101026","Prince Edward Island","LOT 54","440","40024",0.5432,0.1932,0.1477,0.2727,0.3864,0.9875,0.0942,0.1321,0.0565,0.2828,0.234,2001,1
"1101028","Prince Edward Island","LOT 55","443","45072",0.4557,0.2144,0.1467,0.3047,0.3386,0.8228,0.1,0.2198,0.1399,0.4598,0.1604,2001,1
"1101029","Prince Edward Island","LOT 56","469","41518",0.4568,0.2452,0.1812,0.2878,0.2878,0.7875,0.2264,0.2077,0.0378,0.4718,0.1979,2001,1
"1101031","Prince Edward Island","LOT 43","820","39699",0.5063,0.2073,0.128,0.2805,0.3963,0.7987,0.1495,0.069,0.1266,0.345,0.1131,2001,1
"1101032","Prince Edward Island","LOT 44","887","39141",0.509,0.2198,0.186,0.2649,0.3326,0.7964,0.2263,0.1417,0.1134,0.4814,0.0936,2001,1
"1101034","Prince Edward Island","LOT 45","489","39337",0.4526,0.1943,0.2045,0.2454,0.3579,0.8021,0.1333,0.15,0.0834,0.3667,0.0885,2001,1
"1101036","Prince Edward Island","SOURIS","1248","24746",0.5172,0.1963,0.1202,0.2724,0.4087,0.6781,0.1854,0.1284,0.0712,0.385,0.0385,2001,1
"1101038","Prince Edward Island","LOT 46","390","42828",0.4571,0.2179,0.1154,0.2692,0.3974,0.8529,0.1064,0.149,0.085,0.3404,0.1724,2001,1
"1101039","Prince Edward Island","LOT 47","586","41380",0.4779,0.1962,0.1536,0.2304,0.4181,0.9018,0.1431,0.1283,0,0.2714,0.1958,2001,1
"1101041","Prince Edward Island","LOT 42","311","40510",0.55,0.2412,0.1125,0.2894,0.3537,0.9508,0.25,0,0,0.25,0.1579,2001,1
"1101042","Prince Edward Island","LOT 41","431","47369",0.4941,0.1972,0.1392,0.29,0.3596,0.8941,0.2292,0.1251,0.1458,0.5001,0.18,2001,1
"1101044","Prince Edward Island","ST. PETERS BAY","267","44639",0.5273,0.2247,0.0749,0.2996,0.3933,0.9643,0.1853,0.1483,0.1112,0.4448,0.069,2001,1
"1101046","Prince Edward Island","LOT 40","503","43015",0.4468,0.2187,0.1491,0.2883,0.3181,0.7021,0.2034,0.2221,0.1294,0.555,0.1182,2001,1
"1101048","Prince Edward Island","MORELL","332","57033",0.4844,0.2108,0.1355,0.256,0.3916,0.8615,0.1627,0.1393,0.1393,0.4413,0.023,2001,1
"1101049","Prince Edward Island","LOT 39","620","36821",0.4655,0.1935,0.1452,0.2823,0.379,0.8522,0.1375,0.1499,0.0998,0.3872,0.0845,2001,1
"1101050","Prince Edward Island","MORELL 2","10",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2001,1
"1101051","Prince Edward Island","LOT 38","524","39776",0.4752,0.2195,0.1718,0.2767,0.3244,0.7549,0.1864,0.1186,0.1526,0.4576,0.0776,2001,1
"1102001","Prince Edward Island","LOT 62","484","39074",0.4894,0.2273,0.093,0.2996,0.3926,0.8737,0.1599,0.1598,0.0598,0.3795,0.0824,2001,1
"1102004","Prince Edward Island","LOT 60","320","34347",0.5323,0.2031,0.1562,0.2344,0.4062,0.6774,0.0556,0.1943,0.1947,0.4446,0.0606,2001,1
"1102006","Prince Edward Island","LOT 58","544","35263",0.4811,0.2298,0.1379,0.2482,0.3768,0.6792,0.1668,0.1061,0.1666,0.4395,0.0938,2001,1
"1102008","Prince Edward Island","LOT 57","1086","38119",0.4792,0.2256,0.1151,0.2486,0.4098,0.8168,0.1723,0.2586,0.1293,0.5601,0.0819,2001,1
"1102009","Prince Edward Island","LOT 50","880","46343",0.4795,0.233,0.142,0.267,0.358,0.7849,0.1552,0.2331,0.1552,0.5434,0.1835,2001,1
"1102012","Prince Edward Island","LOT 49","1124","45922",0.4907,0.218,0.1335,0.2847,0.3692,0.7559,0.1562,0.2055,0.184,0.5456,0.0602,2001,1
"1102014","Prince Edward Island","LOT 48","1606","49057",0.5,0.2148,0.1526,0.3082,0.3269,0.7282,0.1852,0.1854,0.1601,0.5306,0.0529,2001,1
"1102026","Prince Edward Island","LOT 31","1634","50756",0.5017,0.2081,0.153,0.2907,0.3488,0.7063,0.1385,0.2022,0.2126,0.5533,0.0398,2001,1
"1102028","Prince Edward Island","LOT 65","1829","49183",0.5059,0.205,0.1531,0.2706,0.3718,0.6914,0.2,0.1857,0.2476,0.6333,0.0593,2001,1
"1102029","Prince Edward Island","LOT 30","773","42402",0.4899,0.207,0.1423,0.2652,0.3816,0.8188,0.1635,0.1327,0.1629,0.4592,0.1042,2001,1
"1102030","Prince Edward Island","ROCKY POINT 3","42",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2001,1
"1102031","Prince Edward Island","LOT 29","859","45610",0.488,0.2154,0.1106,0.2794,0.4016,0.8193,0.2143,0.2246,0.1021,0.541,0.0971,2001,1
"1102032","Prince Edward Island","VICTORIA","119","0",0.5238,0.084,0.2101,0.1261,0.6303,0.4151,NA,NA,NA,NA,0,2001,1
"1102033","Prince Edward Island","MEADOWBANK","367","59481",0.5634,0.1635,0.1771,0.218,0.4223,0.6389,0.3112,0.0667,0.2447,0.6225,0.0652,2001,1
"1102034","Prince Edward Island","CRAPAUD","382","36023",0.5397,0.1571,0.1178,0.288,0.445,0.7778,0.0607,0.2122,0.2123,0.4852,0.0984,2001,1
"1102036","Prince Edward Island","LOT 67","879","38685",0.5122,0.2218,0.1365,0.3015,0.347,0.7439,0.124,0.1049,0.1048,0.3337,0.1476,2001,1
"1102037","Prince Edward Island","CLYDE RIVER","581","53661",0.487,0.2324,0.1377,0.3098,0.3098,0.7652,0.2161,0.2161,0.1484,0.5806,0.0265,2001,1
"1102038","Prince Edward Island","LOT 20","806","48216",0.5105,0.2233,0.0993,0.2978,0.3784,0.7483,0.1573,0.1572,0.2136,0.5281,0.1173,2001,1
"1102039","Prince Edward Island","LOT 21","908","39935",0.4593,0.1872,0.0991,0.2753,0.4405,0.7919,0.0767,0.2018,0.2019,0.4804,0.1243,2001,1
"1102040","Prince Edward Island","MILTONVALE PARK","1185","43601",0.5046,0.1983,0.1224,0.3586,0.3207,0.7248,0.1752,0.1171,0.1169,0.4092,0.0487,2001,1
"1102041","Prince Edward Island","LOT 22","578","54225",0.537,0.2422,0.1211,0.3201,0.3287,0.713,0.2252,0.1407,0.183,0.549,0.0538,2001,1
"1102042","Prince Edward Island","LOT 23","883","44909",0.5031,0.2265,0.1133,0.2831,0.3794,0.7622,0.2002,0.1774,0.1556,0.5332,0.0842,2001,1
"1102043","Prince Edward Island","HUNTER RIVER","354","33922",0.4737,0.1695,0.1412,0.226,0.452,0.6379,0.1623,0.2705,0.1082,0.541,0.029,2001,1
"1102044","Prince Edward Island","LOT 24","1516","46198",0.5,0.1682,0.1484,0.2935,0.3958,0.7304,0.1605,0.1285,0.182,0.471,0.0549,2001,1
"1102045","Prince Edward Island","RESORT MUN. STAN.B.-HOPE R.-BAYV.-CAVEND.-N.RUST.","267","43169",0.44,0.2247,0.0562,0.3371,0.3745,0.74,0.1518,0.1212,0.2424,0.5153,0.1034,2001,1
"1102046","Prince Edward Island","NORTH RUSTICO","637","45855",0.5333,0.1491,0.0942,0.2433,0.5102,0.7983,0.058,0.1279,0.0813,0.2673,0.1503,2001,1
"1102048","Prince Edward Island","BRACKLEY","358","54685",0.5211,0.2095,0.1117,0.2654,0.419,0.7042,0.3541,0.1668,0.2085,0.7294,0.0235,2001,1
"1102049","Prince Edward Island","LOT 33","1097","42429",0.5,0.2142,0.1595,0.3099,0.3099,0.7015,0.1329,0.1538,0.1258,0.4124,0.0927,2001,1
"1102050","Prince Edward Island","UNION ROAD","225","0",0.4444,0.2222,0.1333,0.2889,0.3111,0.6222,0.276,0.138,0.069,0.483,0.0926,2001,1
"1102051","Prince Edward Island","BREADALBANE","170","0",0.4688,0.2647,0.1471,0.2941,0.3235,0.7188,0.1178,0.3531,0.2353,0.7062,0,2001,1
"1102052","Prince Edward Island","LOT 34","2344","50682",0.4966,0.2304,0.1429,0.2986,0.3306,0.7919,0.1471,0.2315,0.1948,0.5734,0.0882,2001,1
"1102054","Prince Edward Island","LOT 35","1536","46856",0.483,0.2409,0.1562,0.3125,0.2962,0.8157,0.1322,0.1826,0.1219,0.4367,0.0575,2001,1
"1102056","Prince Edward Island","LOT 36","782","45322",0.4966,0.1982,0.1726,0.2813,0.3453,0.8299,0.2423,0.1717,0.1717,0.5856,0.0781,2001,1
"1102057","Prince Edward Island","SCOTCHFORT 4","105","0",0.5263,0.3333,0.1905,0.3333,0.1905,0.6,0.3636,0.1818,0,0.5455,0,2001,1
"1102058","Prince Edward Island","LOT 37","504","41839",0.5109,0.2381,0.1389,0.248,0.377,0.883,0.1631,0.2654,0.102,0.5306,0.087,2001,1
"1102059","Prince Edward Island","MOUNT STEWART","312","46110",0.5556,0.2564,0.0962,0.2885,0.3205,0.4727,0.081,0.3242,0.2435,0.6486,0.0758,2001,1
"1102065","Prince Edward Island","WINSLOE SOUTH","240","0",0.5952,0.2083,0.1042,0.3333,0.4167,0.7381,0.3213,0.4642,0.1427,0.9282,0.0508,2001,1
"1102070","Prince Edward Island","WARREN GROVE","332","43251",0.5645,0.2259,0.1355,0.2861,0.3464,0.9355,0.1163,0.442,0.2095,0.7677,0.025,2001,1
"1102075","Prince Edward Island","CHARLOTTETOWN","32245","38288",0.5402,0.1656,0.1496,0.2766,0.4081,0.5432,0.1266,0.1938,0.2547,0.5751,0.0123,2001,1
"1102080","Prince Edward Island","STRATFORD","6314","59046",0.5139,0.2067,0.1465,0.2685,0.3785,0.6718,0.1449,0.2133,0.2754,0.6336,0.0133,2001,1
"1102085","Prince Edward Island","CORNWALL","4412","54587",0.5141,0.2369,0.1394,0.2969,0.3309,0.5973,0.1578,0.2621,0.1989,0.6189,0.0325,2001,1
"1103001","Prince Edward Island","LOT 28","813","49180",0.4803,0.1968,0.1046,0.2706,0.4305,0.7829,0.129,0.1611,0.1611,0.4511,0.1627,2001,1
"1103005","Prince Edward Island","BORDEN-CARLETON","798","41120",0.5166,0.188,0.1378,0.282,0.401,0.6556,0.2038,0.1529,0.0613,0.418,0.0422,2001,1
"1103006","Prince Edward Island","LOT 27","780","36361",0.4577,0.2244,0.1154,0.3141,0.359,0.8652,0.1463,0.1586,0.0611,0.366,0.1022,2001,1
"1103008","Prince Edward Island","KINKORA","315","40254",0.5667,0.2063,0.1746,0.2698,0.3333,0.3667,0.2665,0.1999,0.1112,0.5776,0.1184,2001,1
"1103009","Prince Edward Island","LOT 26","942","40692",0.4918,0.2017,0.1486,0.2813,0.3662,0.8736,0.2039,0.2038,0.1167,0.5244,0.1584,2001,1
"1103010","Prince Edward Island","CENTRAL BEDEQUE","186","0",0.4595,0.2151,0.1613,0.2957,0.3763,0.8919,0.087,0.3046,0.087,0.4785,0.0769,2001,1
"1103011","Prince Edward Island","LOT 25","1123","52026",0.4858,0.2048,0.1425,0.2939,0.3695,0.7028,0.2551,0.2413,0.1312,0.6277,0.089,2001,1
"1103012","Prince Edward Island","LOT 19","1775","47576",0.4942,0.1831,0.1183,0.3042,0.3887,0.8017,0.2057,0.1801,0.1071,0.4929,0.0721,2001,1
"1103013","Prince Edward Island","BEDEQUE","154","0",0.5,0.2273,0.0649,0.2922,0.3896,0.6,0,0.294,0.2354,0.5294,0.0714,2001,1
"1103014","Prince Edward Island","KENSINGTON","1385","36813",0.5603,0.2022,0.1119,0.2852,0.3971,0.6602,0.2392,0.0775,0.1761,0.4928,0.0692,2001,1
"1103016","Prince Edward Island","LOT 18","1016","44064",0.5132,0.1821,0.128,0.2756,0.4134,0.7672,0.1497,0.2287,0.0867,0.465,0.1306,2001,1
"1103018","Prince Edward Island","SHERBROOKE","178","0",0.4333,0.2247,0.1404,0.2528,0.3371,0.4852,0.0799,0.2001,0.1599,0.44,0.1143,2001,1
"1103019","Prince Edward Island","LOT 17","448","36002",0.4651,0.2344,0.1004,0.3013,0.3906,0.7791,0.0385,0.1922,0,0.2306,0.1327,2001,1
"1103023","Prince Edward Island","LINKLETTER","332","49502",0.5082,0.2108,0.2108,0.2711,0.3012,0.5397,0.1462,0.1954,0.1707,0.5123,0.1111,2001,1
"1103024","Prince Edward Island","MISCOUCHE","766","37806",0.5,0.1567,0.1044,0.2937,0.4308,0.6622,0.236,0.1686,0.0786,0.4832,0.0179,2001,1
"1103025","Prince Edward Island","SUMMERSIDE","14654","38688",0.53,0.1918,0.1365,0.2798,0.392,0.5259,0.1547,0.2032,0.141,0.4988,0.0294,2001,1
"1103026","Prince Edward Island","LOT 15","1161","43260",0.4747,0.1938,0.1421,0.3187,0.3445,0.7982,0.1271,0.1426,0.095,0.3647,0.0586,2001,1
"1103027","Prince Edward Island","ABRAMS VILLAGE","342","45075",0.459,0.2193,0.1316,0.2778,0.3655,0.7213,0.1664,0.143,0.0952,0.4045,0.0814,2001,1
"1103028","Prince Edward Island","LOT 16","688","50276",0.4803,0.2471,0.109,0.298,0.3343,0.8504,0.1566,0.2048,0.1084,0.4698,0.1437,2001,1
"1103029","Prince Edward Island","WELLINGTON","382","31636",0.4638,0.1309,0.1571,0.2225,0.4843,0.8107,0.1521,0.2826,0.0434,0.4782,0.0513,2001,1
"1103031","Prince Edward Island","LOT 14","780","45892",0.483,0.2564,0.1282,0.2692,0.3526,0.7959,0.1608,0.173,0.136,0.4698,0.08,2001,1
"1103032","Prince Edward Island","LOT 13","732","42542",0.4812,0.1981,0.1503,0.2596,0.3825,0.8209,0.1503,0.15,0.1875,0.4878,0.1592,2001,1
"1103033","Prince Edward Island","TYNE VALLEY","223","0",0.5641,0.1345,0.157,0.2242,0.4709,0.4615,0,0.2273,0.1364,0.3636,0.125,2001,1
"1103034","Prince Edward Island","LOT 12","825","36537",0.4777,0.2,0.1273,0.2788,0.3879,0.8671,0.11,0.154,0.0551,0.3192,0.1341,2001,1
"1103035","Prince Edward Island","LENNOX ISLAND 1","261","22912",0.4565,0.3257,0.1533,0.3257,0.2299,0.7609,0.2857,0,0.0714,0.3571,0.2444,2001,1
"1103036","Prince Edward Island","LOT 11","542","39950",0.4412,0.2122,0.1568,0.2675,0.3413,0.8824,0.15,0.0833,0.0334,0.2667,0.3063,2001,1
"1103038","Prince Edward Island","LOT 10","330","39384",0.5714,0.2121,0.1667,0.303,0.3333,0.8889,0.1737,0.1521,0,0.3258,0.1957,2001,1
"1103041","Prince Edward Island","LOT  6","886","37445",0.506,0.1975,0.1242,0.2765,0.412,0.9157,0.1068,0.1747,0.0681,0.3496,0.1404,2001,1
"1103042","Prince Edward Island","O'LEARY","860","28641",0.5584,0.1744,0.1163,0.2093,0.5058,0.6387,0.1126,0.0624,0.1253,0.3002,0.0915,2001,1
"1103044","Prince Edward Island","LOT  9","410","37619",0.4872,0.1829,0.1707,0.2683,0.378,0.8205,0.102,0.0816,0.2248,0.4083,0.1443,2001,1
"1103046","Prince Edward Island","LOT  8","671","37169",0.4597,0.2385,0.1416,0.2981,0.3204,0.736,0.1265,0.1898,0.0633,0.3795,0.1655,2001,1
"1103048","Prince Edward Island","LOT  7","585","35320",0.4865,0.2308,0.1368,0.2821,0.3504,0.8661,0.246,0.1147,0.0982,0.4589,0.1983,2001,1
"1103049","Prince Edward Island","LOT  5","1194","49220",0.5158,0.2261,0.134,0.2889,0.3476,0.7409,0.1322,0.1531,0.1179,0.4032,0.1037,2001,1
"1103051","Prince Edward Island","LOT  4","1242","37495",0.4915,0.2174,0.149,0.2738,0.3663,0.8213,0.1619,0.1619,0.0338,0.3576,0.1391,2001,1
"1103052","Prince Edward Island","ALBERTON","1115","25676",0.5274,0.1883,0.1121,0.2556,0.4439,0.5941,0.0576,0.1394,0.1476,0.3445,0.125,2001,1
"1103054","Prince Edward Island","LOT  3","864","39307",0.4936,0.2488,0.1331,0.3241,0.2951,0.8462,0.1134,0.1031,0.1444,0.3609,0.1376,2001,1
"1103056","Prince Edward Island","LOT  2","1720","38438",0.4921,0.2326,0.1424,0.2791,0.3459,0.8762,0.0896,0.061,0.0283,0.1789,0.1608,2001,1
"1103057","Prince Edward Island","ST. LOUIS","98","0",0.6,0.1531,0.1531,0.2551,0.4082,0.375,0,0.1537,0,0.1537,0.12,2001,1
"1103058","Prince Edward Island","LOT  1","1900","38813",0.4916,0.2184,0.1632,0.2816,0.3368,0.8687,0.1001,0.0808,0.0478,0.2287,0.2292,2001,1
"1103059","Prince Edward Island","TIGNISH","831","31277",0.5316,0.1925,0.1203,0.2407,0.4573,0.7197,0.0555,0.1113,0.0665,0.2333,0.1437,2001,1
"1103062","Prince Edward Island","MIMINEGASH","188","0",0.4722,0.133,0.1064,0.2128,0.5053,0.7838,0.1602,0,0,0.1602,0.1957,2001,1
"1201001","Nova Scotia","BARRINGTON","7648","42248",0.4993,0.1916,0.1268,0.3092,0.372,0.7576,0.125,0.1527,0.0525,0.3302,0.1704,2001,1
"1201004","Nova Scotia","CLARK'S HARBOUR","944","36654",0.511,0.1907,0.1271,0.3072,0.3761,0.6978,0.1121,0.187,0.0466,0.3457,0.191,2001,1
"1201006","Nova Scotia","SHELBURNE","4925","35180",0.4897,0.1726,0.1025,0.2873,0.4376,0.7195,0.1723,0.1891,0.0618,0.4233,0.1228,2001,1
"1201008","Nova Scotia","SHELBURNE","2013","33524",0.5347,0.1714,0.1292,0.2583,0.4421,0.7195,0.1802,0.2082,0.12,0.5084,0.0462,2001,1
"1201009","Nova Scotia","LOCKEPORT","701","31868",0.5556,0.1569,0.0856,0.2425,0.5136,0.8333,0.1624,0.1754,0.0675,0.4054,0.0381,2001,1
"1202001","Nova Scotia","ARGYLE","8688","41903",0.4976,0.1744,0.1237,0.2803,0.4213,0.8178,0.2235,0.2031,0.0823,0.5089,0.1322,2001,1
"1202004","Nova Scotia","YARMOUTH","10476","38635",0.5066,0.1857,0.1188,0.2806,0.4157,0.624,0.1936,0.1872,0.1243,0.505,0.0698,2001,1
"1202006","Nova Scotia","YARMOUTH","7561","25652",0.5492,0.1878,0.1342,0.2685,0.4093,0.624,0.1167,0.1723,0.1371,0.4262,0.0372,2001,1
"1202040","Nova Scotia","YARMOUTH 33","118","0",0.5714,0.339,0.2119,0.339,0.1695,0.4286,0,0.1667,0,0.1667,0.1,2001,1
"1203001","Nova Scotia","CLARE","9067","34935",0.5121,0.1472,0.1059,0.2879,0.4605,0.8072,0.1994,0.1173,0.1608,0.4776,0.0914,2001,1
"1203004","Nova Scotia","DIGBY","8281","31438",0.5003,0.1793,0.1081,0.2723,0.4396,0.7169,0.166,0.1339,0.0918,0.3918,0.0843,2001,1
"1203006","Nova Scotia","DIGBY","2111","27651",0.5503,0.1374,0.1113,0.244,0.5069,0.7169,0.2241,0.1208,0.0951,0.44,0.0217,2001,1
